date,station,line,division,daily_ridership
2016-10-09,135 ST,23,RIT,33
2016-10-10,135 ST,23,RIT,9207
2016-10-11,135 ST,23,RIT,15060
2016-10-12,135 ST,23,RIT,13991
2016-10-13,135 ST,23,RIT,16002
2016-10-14,135 ST,23,RIT,15722
2016-10-15,135 ST,23,RIT,1573
2016-10-16,135 ST,23,RIT,39
2016-10-17,135 ST,23,RIT,13856
2016-10-18,135 ST,23,RIT,15735
2016-10-19,135 ST,23,RIT,16272
2016-10-20,135 ST,23,RIT,16332
2016-10-21,135 ST,23,RIT,15653
2016-10-22,135 ST,23,RIT,8965
2016-10-23,135 ST,23,RIT,7988
2016-10-24,135 ST,23,RIT,15264
2016-10-25,135 ST,23,RIT,15958
2016-10-26,135 ST,23,RIT,16236
2016-10-27,135 ST,23,RIT,16068
2016-10-28,135 ST,23,RIT,15815
2016-07-31,145 ST,3,RIT,1559
2016-08-01,145 ST,3,RIT,3221
2016-08-02,145 ST,3,RIT,3425
2016-08-03,145 ST,3,RIT,3502
2016-08-04,145 ST,3,RIT,3570
2016-08-05,145 ST,3,RIT,3233
2016-08-06,145 ST,3,RIT,2058
2016-08-07,145 ST,3,RIT,1676
2016-08-08,145 ST,3,RIT,3161
2016-08-09,145 ST,3,RIT,3196
2016-08-10,145 ST,3,RIT,3272
2016-08-11,145 ST,3,RIT,3399
2016-08-12,145 ST,3,RIT,3232
2016-08-13,145 ST,3,RIT,2014
2016-08-14,145 ST,3,RIT,1600
2016-08-15,145 ST,3,RIT,3065
2016-08-16,145 ST,3,RIT,3122
2016-08-17,145 ST,3,RIT,3261
2016-08-18,145 ST,3,RIT,3212
2016-08-19,145 ST,3,RIT,2916
2016-08-20,145 ST,3,RIT,1918
2016-08-21,145 ST,3,RIT,1290
2016-08-22,145 ST,3,RIT,2818
2016-08-23,145 ST,3,RIT,3099
2016-08-24,145 ST,3,RIT,3248
2016-08-25,145 ST,3,RIT,3156
2016-08-26,145 ST,3,RIT,3175
2016-08-27,145 ST,3,RIT,1874
2016-08-28,145 ST,3,RIT,1378
2016-08-29,145 ST,3,RIT,3039
2016-08-30,145 ST,3,RIT,3128
2016-08-31,145 ST,3,RIT,3204
2016-09-01,145 ST,3,RIT,3127
2016-09-02,145 ST,3,RIT,3154
2016-09-03,145 ST,3,RIT,1959
2016-09-04,145 ST,3,RIT,1647
2016-09-05,145 ST,3,RIT,1680
2016-09-06,145 ST,3,RIT,3164
2016-09-07,145 ST,3,RIT,3353
2016-09-08,145 ST,3,RIT,3619
2016-09-09,145 ST,3,RIT,3573
2016-09-10,145 ST,3,RIT,1976
2016-09-11,145 ST,3,RIT,1621
2016-09-12,145 ST,3,RIT,3169
2016-09-13,145 ST,3,RIT,3692
2016-09-14,145 ST,3,RIT,3726
2016-09-15,145 ST,3,RIT,3825
2016-09-16,145 ST,3,RIT,3794
2016-09-17,145 ST,3,RIT,236
2016-09-18,145 ST,3,RIT,0
2016-09-19,145 ST,3,RIT,2873
2016-09-20,145 ST,3,RIT,3627
2016-09-21,145 ST,3,RIT,3460
2016-09-22,145 ST,3,RIT,3714
2016-09-23,145 ST,3,RIT,3655
2016-09-24,145 ST,3,RIT,195
2016-09-25,145 ST,3,RIT,1
2016-09-26,145 ST,3,RIT,3185
2016-09-27,145 ST,3,RIT,3391
2016-09-28,145 ST,3,RIT,3529
2016-09-29,145 ST,3,RIT,3513
2016-09-30,145 ST,3,RIT,3129
2016-10-01,145 ST,3,RIT,159
2016-10-02,145 ST,3,RIT,0
2016-10-03,145 ST,3,RIT,2876
2016-10-04,145 ST,3,RIT,3133
2016-10-05,145 ST,3,RIT,3559
2016-10-06,145 ST,3,RIT,3658
2016-10-07,145 ST,3,RIT,3707
2016-10-08,145 ST,3,RIT,200
2016-10-09,145 ST,3,RIT,1
2016-10-10,145 ST,3,RIT,2192
2016-10-11,145 ST,3,RIT,3398
2016-10-12,145 ST,3,RIT,3251
2016-10-13,145 ST,3,RIT,3766
2016-10-14,145 ST,3,RIT,3757
2016-10-15,145 ST,3,RIT,241
2016-10-16,145 ST,3,RIT,0
2016-10-17,145 ST,3,RIT,3310
2016-10-18,145 ST,3,RIT,3678
2016-10-19,145 ST,3,RIT,3809
2016-10-20,145 ST,3,RIT,3897
2016-10-21,145 ST,3,RIT,3677
2016-10-22,145 ST,3,RIT,1837
2016-10-23,145 ST,3,RIT,1494
2016-10-24,145 ST,3,RIT,3592
2016-10-25,145 ST,3,RIT,3769
2016-10-26,145 ST,3,RIT,3839
2016-10-27,145 ST,3,RIT,3633
2016-10-28,145 ST,3,RIT,3840
2016-07-31,HARLEM 148 ST,3,RIT,1977
2016-08-01,HARLEM 148 ST,3,RIT,3609
2016-08-02,HARLEM 148 ST,3,RIT,3686
2016-08-03,HARLEM 148 ST,3,RIT,3831
2016-08-04,HARLEM 148 ST,3,RIT,3708
2016-08-05,HARLEM 148 ST,3,RIT,3666
2016-08-06,HARLEM 148 ST,3,RIT,2474
2016-08-07,HARLEM 148 ST,3,RIT,2120
2016-08-08,HARLEM 148 ST,3,RIT,3531
2016-08-09,HARLEM 148 ST,3,RIT,3738
2016-08-10,HARLEM 148 ST,3,RIT,3570
2016-08-11,HARLEM 148 ST,3,RIT,3778
2016-08-12,HARLEM 148 ST,3,RIT,3653
2016-08-13,HARLEM 148 ST,3,RIT,2378
2016-08-14,HARLEM 148 ST,3,RIT,2065
2016-08-15,HARLEM 148 ST,3,RIT,3538
2016-08-16,HARLEM 148 ST,3,RIT,3722
2016-08-17,HARLEM 148 ST,3,RIT,3674
2016-08-18,HARLEM 148 ST,3,RIT,3699
2016-08-19,HARLEM 148 ST,3,RIT,3255
2016-08-20,HARLEM 148 ST,3,RIT,2404
2016-08-21,HARLEM 148 ST,3,RIT,1917
2016-08-22,HARLEM 148 ST,3,RIT,3408
2016-08-23,HARLEM 148 ST,3,RIT,3670
2016-08-24,HARLEM 148 ST,3,RIT,3683
2016-08-25,HARLEM 148 ST,3,RIT,1015
2016-08-27,HARLEM 148 ST,3,RIT,8475
2016-08-28,HARLEM 148 ST,3,RIT,1954
2016-08-29,HARLEM 148 ST,3,RIT,3499
2016-08-30,HARLEM 148 ST,3,RIT,3588
2016-08-31,HARLEM 148 ST,3,RIT,3569
2016-09-01,HARLEM 148 ST,3,RIT,3562
2016-09-02,HARLEM 148 ST,3,RIT,3526
2016-09-03,HARLEM 148 ST,3,RIT,2360
2016-09-04,HARLEM 148 ST,3,RIT,2105
2016-09-05,HARLEM 148 ST,3,RIT,2061
2016-09-06,HARLEM 148 ST,3,RIT,3639
2016-09-07,HARLEM 148 ST,3,RIT,3838
2016-09-08,HARLEM 148 ST,3,RIT,4344
2016-09-09,HARLEM 148 ST,3,RIT,4328
2016-09-10,HARLEM 148 ST,3,RIT,2661
2016-09-11,HARLEM 148 ST,3,RIT,2137
2016-09-12,HARLEM 148 ST,3,RIT,3543
2016-09-13,HARLEM 148 ST,3,RIT,4442
2016-09-14,HARLEM 148 ST,3,RIT,4548
2016-09-15,HARLEM 148 ST,3,RIT,4484
2016-09-16,HARLEM 148 ST,3,RIT,4421
2016-09-17,HARLEM 148 ST,3,RIT,245
2016-09-18,HARLEM 148 ST,3,RIT,2
2016-09-19,HARLEM 148 ST,3,RIT,3604
2016-09-20,HARLEM 148 ST,3,RIT,4403
2016-09-21,HARLEM 148 ST,3,RIT,4132
2016-09-22,HARLEM 148 ST,3,RIT,4371
2016-09-23,HARLEM 148 ST,3,RIT,4365
2016-09-24,HARLEM 148 ST,3,RIT,222
2016-09-25,HARLEM 148 ST,3,RIT,1
2016-09-26,HARLEM 148 ST,3,RIT,4052
2016-09-27,HARLEM 148 ST,3,RIT,4194
2016-09-28,HARLEM 148 ST,3,RIT,4257
2016-09-29,HARLEM 148 ST,3,RIT,4417
2016-09-30,HARLEM 148 ST,3,RIT,3690
2016-10-01,HARLEM 148 ST,3,RIT,220
2016-10-02,HARLEM 148 ST,3,RIT,0
2016-10-03,HARLEM 148 ST,3,RIT,3193
2016-10-04,HARLEM 148 ST,3,RIT,3447
2016-10-05,HARLEM 148 ST,3,RIT,4286
2016-10-06,HARLEM 148 ST,3,RIT,4316
2016-10-07,HARLEM 148 ST,3,RIT,4320
2016-10-08,HARLEM 148 ST,3,RIT,207
2016-10-09,HARLEM 148 ST,3,RIT,0
2016-10-10,HARLEM 148 ST,3,RIT,2515
2016-10-11,HARLEM 148 ST,3,RIT,4149
2016-10-12,HARLEM 148 ST,3,RIT,3440
2016-10-13,HARLEM 148 ST,3,RIT,4394
2016-10-14,HARLEM 148 ST,3,RIT,4349
2016-10-15,HARLEM 148 ST,3,RIT,213
2016-10-16,HARLEM 148 ST,3,RIT,0
2016-10-17,HARLEM 148 ST,3,RIT,3912
2016-10-18,HARLEM 148 ST,3,RIT,4300
2016-10-19,HARLEM 148 ST,3,RIT,4351
2016-10-20,HARLEM 148 ST,3,RIT,4281
2016-10-21,HARLEM 148 ST,3,RIT,4349
2016-10-22,HARLEM 148 ST,3,RIT,1928
2016-10-23,HARLEM 148 ST,3,RIT,1737
2016-10-24,HARLEM 148 ST,3,RIT,4287
2016-10-25,HARLEM 148 ST,3,RIT,4368
2016-10-26,HARLEM 148 ST,3,RIT,4336
2016-10-27,HARLEM 148 ST,3,RIT,4242
2016-10-28,HARLEM 148 ST,3,RIT,4417
2016-07-31,3 AV-149 ST,25,RIT,8915
2016-08-01,3 AV-149 ST,25,RIT,20049
2016-08-02,3 AV-149 ST,25,RIT,21032
2016-08-03,3 AV-149 ST,25,RIT,21348
2016-08-04,3 AV-149 ST,25,RIT,21376
2016-08-05,3 AV-149 ST,25,RIT,21408
2016-08-06,3 AV-149 ST,25,RIT,12582
2016-08-07,3 AV-149 ST,25,RIT,9727
2016-08-08,3 AV-149 ST,25,RIT,19067
2016-08-09,3 AV-149 ST,25,RIT,21113
2016-08-10,3 AV-149 ST,25,RIT,20027
2016-08-11,3 AV-149 ST,25,RIT,20525
2016-08-12,3 AV-149 ST,25,RIT,20097
2016-08-13,3 AV-149 ST,25,RIT,11987
2016-08-14,3 AV-149 ST,25,RIT,9232
2016-08-15,3 AV-149 ST,25,RIT,19009
2016-08-16,3 AV-149 ST,25,RIT,20188
2016-08-17,3 AV-149 ST,25,RIT,20016
2016-08-18,3 AV-149 ST,25,RIT,20176
2016-08-19,3 AV-149 ST,25,RIT,20282
2016-08-20,3 AV-149 ST,25,RIT,12599
2016-08-21,3 AV-149 ST,25,RIT,9339
2016-08-22,3 AV-149 ST,25,RIT,18823
2016-08-23,3 AV-149 ST,25,RIT,21327
2016-08-24,3 AV-149 ST,25,RIT,21334
2016-08-25,3 AV-149 ST,25,RIT,20855
2016-08-26,3 AV-149 ST,25,RIT,20518
2016-08-27,3 AV-149 ST,25,RIT,12662
2016-08-28,3 AV-149 ST,25,RIT,9462
2016-08-29,3 AV-149 ST,25,RIT,20747
2016-08-30,3 AV-149 ST,25,RIT,19752
2016-08-31,3 AV-149 ST,25,RIT,19535
2016-09-01,3 AV-149 ST,25,RIT,19300
2016-09-02,3 AV-149 ST,25,RIT,20745
2016-09-03,3 AV-149 ST,25,RIT,12955
2016-09-04,3 AV-149 ST,25,RIT,9820
2016-09-05,3 AV-149 ST,25,RIT,10310
2016-09-06,3 AV-149 ST,25,RIT,20869
2016-09-07,3 AV-149 ST,25,RIT,21819
2016-09-08,3 AV-149 ST,25,RIT,22758
2016-09-09,3 AV-149 ST,25,RIT,22527
2016-09-10,3 AV-149 ST,25,RIT,12822
2016-09-11,3 AV-149 ST,25,RIT,9069
2016-09-12,3 AV-149 ST,25,RIT,19312
2016-09-13,3 AV-149 ST,25,RIT,22621
2016-09-14,3 AV-149 ST,25,RIT,22972
2016-09-15,3 AV-149 ST,25,RIT,23456
2016-09-16,3 AV-149 ST,25,RIT,23461
2016-09-17,3 AV-149 ST,25,RIT,12288
2016-09-18,3 AV-149 ST,25,RIT,7878
2016-09-19,3 AV-149 ST,25,RIT,20159
2016-09-20,3 AV-149 ST,25,RIT,22914
2016-09-21,3 AV-149 ST,25,RIT,16164
2016-09-22,3 AV-149 ST,25,RIT,23286
2016-09-23,3 AV-149 ST,25,RIT,23347
2016-09-24,3 AV-149 ST,25,RIT,11383
2016-09-25,3 AV-149 ST,25,RIT,7908
2016-09-26,3 AV-149 ST,25,RIT,21788
2016-09-27,3 AV-149 ST,25,RIT,22348
2016-09-28,3 AV-149 ST,25,RIT,22786
2016-09-29,3 AV-149 ST,25,RIT,22881
2016-09-30,3 AV-149 ST,25,RIT,23485
2016-10-01,3 AV-149 ST,25,RIT,11435
2016-10-02,3 AV-149 ST,25,RIT,7984
2016-10-03,3 AV-149 ST,25,RIT,20893
2016-10-04,3 AV-149 ST,25,RIT,20257
2016-10-05,3 AV-149 ST,25,RIT,25085
2016-10-06,3 AV-149 ST,25,RIT,24948
2016-10-07,3 AV-149 ST,25,RIT,25435
2016-10-08,3 AV-149 ST,25,RIT,11522
2016-10-09,3 AV-149 ST,25,RIT,7308
2016-10-10,3 AV-149 ST,25,RIT,14735
2016-10-11,3 AV-149 ST,25,RIT,22567
2016-10-12,3 AV-149 ST,25,RIT,20227
2016-10-13,3 AV-149 ST,25,RIT,23426
2016-10-14,3 AV-149 ST,25,RIT,23294
2016-10-15,3 AV-149 ST,25,RIT,11724
2016-10-16,3 AV-149 ST,25,RIT,8034
2016-10-17,3 AV-149 ST,25,RIT,21564
2016-10-18,3 AV-149 ST,25,RIT,22631
2016-10-19,3 AV-149 ST,25,RIT,23077
2016-10-20,3 AV-149 ST,25,RIT,22483
2016-10-21,3 AV-149 ST,25,RIT,22634
2016-10-22,3 AV-149 ST,25,RIT,11957
2016-10-23,3 AV-149 ST,25,RIT,9060
2016-10-24,3 AV-149 ST,25,RIT,21979
2016-10-25,3 AV-149 ST,25,RIT,23071
2016-10-26,3 AV-149 ST,25,RIT,23126
2016-10-27,3 AV-149 ST,25,RIT,22535
2016-10-28,3 AV-149 ST,25,RIT,23343
2016-07-31,JACKSON AV,25,RIT,2763
2016-08-01,JACKSON AV,25,RIT,5294
2016-08-02,JACKSON AV,25,RIT,5544
2016-08-03,JACKSON AV,25,RIT,5643
2016-08-04,JACKSON AV,25,RIT,5605
2016-08-05,JACKSON AV,25,RIT,5621
2016-08-06,JACKSON AV,25,RIT,3621
2016-08-07,JACKSON AV,25,RIT,2973
2016-08-08,JACKSON AV,25,RIT,5184
2016-08-09,JACKSON AV,25,RIT,5371
2016-08-10,JACKSON AV,25,RIT,5401
2016-08-11,JACKSON AV,25,RIT,5444
2016-08-12,JACKSON AV,25,RIT,5115
2016-08-13,JACKSON AV,25,RIT,3492
2016-08-14,JACKSON AV,25,RIT,2846
2016-08-15,JACKSON AV,25,RIT,5073
2016-08-16,JACKSON AV,25,RIT,5043
2016-08-17,JACKSON AV,25,RIT,5006
2016-08-18,JACKSON AV,25,RIT,5036
2016-08-19,JACKSON AV,25,RIT,5208
2016-08-20,JACKSON AV,25,RIT,3558
2016-08-21,JACKSON AV,25,RIT,2758
2016-08-22,JACKSON AV,25,RIT,4773
2016-08-23,JACKSON AV,25,RIT,4200
2016-08-24,JACKSON AV,25,RIT,4063
2016-08-25,JACKSON AV,25,RIT,4193
2016-08-26,JACKSON AV,25,RIT,4222
2016-08-27,JACKSON AV,25,RIT,3527
2016-08-28,JACKSON AV,25,RIT,2930
2016-08-29,JACKSON AV,25,RIT,4987
2016-08-30,JACKSON AV,25,RIT,5034
2016-08-31,JACKSON AV,25,RIT,5231
2016-09-01,JACKSON AV,25,RIT,5030
2016-09-02,JACKSON AV,25,RIT,5273
2016-09-03,JACKSON AV,25,RIT,3404
2016-09-04,JACKSON AV,25,RIT,2787
2016-09-05,JACKSON AV,25,RIT,3001
2016-09-06,JACKSON AV,25,RIT,5410
2016-09-07,JACKSON AV,25,RIT,5685
2016-09-08,JACKSON AV,25,RIT,6030
2016-09-09,JACKSON AV,25,RIT,6278
2016-09-10,JACKSON AV,25,RIT,3526
2016-09-11,JACKSON AV,25,RIT,2871
2016-09-12,JACKSON AV,25,RIT,5119
2016-09-13,JACKSON AV,25,RIT,6403
2016-09-14,JACKSON AV,25,RIT,6217
2016-09-15,JACKSON AV,25,RIT,6338
2016-09-16,JACKSON AV,25,RIT,6300
2016-09-17,JACKSON AV,25,RIT,3423
2016-09-18,JACKSON AV,25,RIT,2634
2016-09-19,JACKSON AV,25,RIT,6106
2016-09-20,JACKSON AV,25,RIT,6493
2016-09-21,JACKSON AV,25,RIT,6545
2016-09-22,JACKSON AV,25,RIT,6605
2016-09-23,JACKSON AV,25,RIT,6698
2016-09-24,JACKSON AV,25,RIT,3410
2016-09-25,JACKSON AV,25,RIT,2571
2016-09-26,JACKSON AV,25,RIT,6404
2016-09-27,JACKSON AV,25,RIT,6394
2016-09-28,JACKSON AV,25,RIT,6566
2016-09-29,JACKSON AV,25,RIT,6461
2016-09-30,JACKSON AV,25,RIT,6479
2016-10-01,JACKSON AV,25,RIT,3062
2016-10-02,JACKSON AV,25,RIT,2467
2016-10-03,JACKSON AV,25,RIT,4051
2016-10-04,JACKSON AV,25,RIT,4829
2016-10-05,JACKSON AV,25,RIT,5456
2016-10-06,JACKSON AV,25,RIT,5505
2016-10-07,JACKSON AV,25,RIT,5392
2016-10-08,JACKSON AV,25,RIT,3215
2016-10-09,JACKSON AV,25,RIT,2231
2016-10-10,JACKSON AV,25,RIT,4054
2016-10-11,JACKSON AV,25,RIT,5803
2016-10-12,JACKSON AV,25,RIT,4777
2016-10-13,JACKSON AV,25,RIT,6368
2016-10-14,JACKSON AV,25,RIT,6356
2016-10-15,JACKSON AV,25,RIT,3387
2016-10-16,JACKSON AV,25,RIT,2514
2016-10-17,JACKSON AV,25,RIT,6317
2016-10-18,JACKSON AV,25,RIT,6529
2016-10-19,JACKSON AV,25,RIT,6746
2016-10-20,JACKSON AV,25,RIT,6170
2016-10-21,JACKSON AV,25,RIT,6250
2016-10-22,JACKSON AV,25,RIT,3501
2016-10-23,JACKSON AV,25,RIT,2786
2016-10-24,JACKSON AV,25,RIT,6433
2016-10-25,JACKSON AV,25,RIT,6462
2016-10-26,JACKSON AV,25,RIT,6490
2016-10-27,JACKSON AV,25,RIT,6395
2016-10-28,JACKSON AV,25,RIT,6367
2016-07-31,PROSPECT AV,25,RIT,3831
2016-08-01,PROSPECT AV,25,RIT,7480
2016-08-02,PROSPECT AV,25,RIT,7741
2016-08-03,PROSPECT AV,25,RIT,8049
2016-08-04,PROSPECT AV,25,RIT,7930
2016-08-05,PROSPECT AV,25,RIT,7985
2016-08-06,PROSPECT AV,25,RIT,5006
2016-08-07,PROSPECT AV,25,RIT,4168
2016-08-08,PROSPECT AV,25,RIT,7540
2016-08-09,PROSPECT AV,25,RIT,7594
2016-08-10,PROSPECT AV,25,RIT,7511
2016-08-11,PROSPECT AV,25,RIT,7448
2016-08-12,PROSPECT AV,25,RIT,7393
2016-08-13,PROSPECT AV,25,RIT,4895
2016-08-14,PROSPECT AV,25,RIT,3965
2016-08-15,PROSPECT AV,25,RIT,7279
2016-08-16,PROSPECT AV,25,RIT,7257
2016-08-17,PROSPECT AV,25,RIT,7422
2016-08-18,PROSPECT AV,25,RIT,7373
2016-08-19,PROSPECT AV,25,RIT,7377
2016-08-20,PROSPECT AV,25,RIT,4977
2016-08-21,PROSPECT AV,25,RIT,3852
2016-08-22,PROSPECT AV,25,RIT,6864
2016-08-23,PROSPECT AV,25,RIT,6104
2016-08-24,PROSPECT AV,25,RIT,6162
2016-08-25,PROSPECT AV,25,RIT,6204
2016-08-26,PROSPECT AV,25,RIT,6036
2016-08-27,PROSPECT AV,25,RIT,4821
2016-08-28,PROSPECT AV,25,RIT,3953
2016-08-29,PROSPECT AV,25,RIT,7088
2016-08-30,PROSPECT AV,25,RIT,7237
2016-08-31,PROSPECT AV,25,RIT,7322
2016-09-01,PROSPECT AV,25,RIT,7516
2016-09-02,PROSPECT AV,25,RIT,7608
2016-09-03,PROSPECT AV,25,RIT,4897
2016-09-04,PROSPECT AV,25,RIT,3858
2016-09-05,PROSPECT AV,25,RIT,4134
2016-09-06,PROSPECT AV,25,RIT,7713
2016-09-07,PROSPECT AV,25,RIT,7746
2016-09-08,PROSPECT AV,25,RIT,8153
2016-09-09,PROSPECT AV,25,RIT,8551
2016-09-10,PROSPECT AV,25,RIT,4891
2016-09-11,PROSPECT AV,25,RIT,4137
2016-09-12,PROSPECT AV,25,RIT,7278
2016-09-13,PROSPECT AV,25,RIT,8605
2016-09-14,PROSPECT AV,25,RIT,8658
2016-09-15,PROSPECT AV,25,RIT,8686
2016-09-16,PROSPECT AV,25,RIT,8761
2016-09-17,PROSPECT AV,25,RIT,4893
2016-09-18,PROSPECT AV,25,RIT,3618
2016-09-19,PROSPECT AV,25,RIT,8176
2016-09-20,PROSPECT AV,25,RIT,8620
2016-09-21,PROSPECT AV,25,RIT,8944
2016-09-22,PROSPECT AV,25,RIT,8802
2016-09-23,PROSPECT AV,25,RIT,8858
2016-09-24,PROSPECT AV,25,RIT,4819
2016-09-25,PROSPECT AV,25,RIT,3668
2016-09-26,PROSPECT AV,25,RIT,8612
2016-09-27,PROSPECT AV,25,RIT,8647
2016-09-28,PROSPECT AV,25,RIT,8771
2016-09-29,PROSPECT AV,25,RIT,8679
2016-09-30,PROSPECT AV,25,RIT,8616
2016-10-01,PROSPECT AV,25,RIT,4561
2016-10-02,PROSPECT AV,25,RIT,3567
2016-10-03,PROSPECT AV,25,RIT,5776
2016-10-04,PROSPECT AV,25,RIT,7056
2016-10-05,PROSPECT AV,25,RIT,7529
2016-10-06,PROSPECT AV,25,RIT,7530
2016-10-07,PROSPECT AV,25,RIT,7371
2016-10-08,PROSPECT AV,25,RIT,4427
2016-10-09,PROSPECT AV,25,RIT,3229
2016-10-10,PROSPECT AV,25,RIT,5492
2016-10-11,PROSPECT AV,25,RIT,8165
2016-10-12,PROSPECT AV,25,RIT,7126
2016-10-13,PROSPECT AV,25,RIT,8603
2016-10-14,PROSPECT AV,25,RIT,8597
2016-10-15,PROSPECT AV,25,RIT,4699
2016-10-16,PROSPECT AV,25,RIT,3617
2016-10-17,PROSPECT AV,25,RIT,8328
2016-10-18,PROSPECT AV,25,RIT,8676
2016-10-19,PROSPECT AV,25,RIT,8768
2016-10-20,PROSPECT AV,25,RIT,8450
2016-10-21,PROSPECT AV,25,RIT,8463
2016-10-22,PROSPECT AV,25,RIT,4782
2016-10-23,PROSPECT AV,25,RIT,3807
2016-10-24,PROSPECT AV,25,RIT,8567
2016-10-25,PROSPECT AV,25,RIT,8681
2016-10-26,PROSPECT AV,25,RIT,8845
2016-10-27,PROSPECT AV,25,RIT,8511
2016-10-28,PROSPECT AV,25,RIT,8736
2016-07-31,INTERVALE AV,25,RIT,1456
2016-08-01,INTERVALE AV,25,RIT,3055
2016-08-02,INTERVALE AV,25,RIT,3216
2016-08-03,INTERVALE AV,25,RIT,3137
2016-08-04,INTERVALE AV,25,RIT,3183
2016-08-05,INTERVALE AV,25,RIT,3145
2016-08-06,INTERVALE AV,25,RIT,2112
2016-08-07,INTERVALE AV,25,RIT,1674
2016-08-08,INTERVALE AV,25,RIT,3075
2016-08-09,INTERVALE AV,25,RIT,3130
2016-08-10,INTERVALE AV,25,RIT,3084
2016-08-11,INTERVALE AV,25,RIT,3185
2016-08-12,INTERVALE AV,25,RIT,3079
2016-08-13,INTERVALE AV,25,RIT,1929
2016-08-14,INTERVALE AV,25,RIT,1636
2016-08-15,INTERVALE AV,25,RIT,2938
2016-08-16,INTERVALE AV,25,RIT,3031
2016-08-17,INTERVALE AV,25,RIT,2933
2016-08-18,INTERVALE AV,25,RIT,3069
2016-08-19,INTERVALE AV,25,RIT,2976
2016-08-20,INTERVALE AV,25,RIT,1941
2016-08-21,INTERVALE AV,25,RIT,1525
2016-08-22,INTERVALE AV,25,RIT,2801
2016-08-23,INTERVALE AV,25,RIT,2725
2016-08-24,INTERVALE AV,25,RIT,2712
2016-08-25,INTERVALE AV,25,RIT,2716
2016-08-26,INTERVALE AV,25,RIT,2726
2016-08-27,INTERVALE AV,25,RIT,1945
2016-08-28,INTERVALE AV,25,RIT,1572
2016-08-29,INTERVALE AV,25,RIT,2877
2016-08-30,INTERVALE AV,25,RIT,3015
2016-08-31,INTERVALE AV,25,RIT,3049
2016-09-01,INTERVALE AV,25,RIT,3036
2016-09-02,INTERVALE AV,25,RIT,3066
2016-09-03,INTERVALE AV,25,RIT,1995
2016-09-04,INTERVALE AV,25,RIT,1597
2016-09-05,INTERVALE AV,25,RIT,1631
2016-09-06,INTERVALE AV,25,RIT,3342
2016-09-07,INTERVALE AV,25,RIT,3342
2016-09-08,INTERVALE AV,25,RIT,3574
2016-09-09,INTERVALE AV,25,RIT,3612
2016-09-10,INTERVALE AV,25,RIT,2076
2016-09-11,INTERVALE AV,25,RIT,1601
2016-09-12,INTERVALE AV,25,RIT,2961
2016-09-13,INTERVALE AV,25,RIT,3722
2016-09-14,INTERVALE AV,25,RIT,3695
2016-09-15,INTERVALE AV,25,RIT,3696
2016-09-16,INTERVALE AV,25,RIT,3651
2016-09-17,INTERVALE AV,25,RIT,2098
2016-09-18,INTERVALE AV,25,RIT,1560
2016-09-19,INTERVALE AV,25,RIT,3498
2016-09-20,INTERVALE AV,25,RIT,3746
2016-09-21,INTERVALE AV,25,RIT,3861
2016-09-22,INTERVALE AV,25,RIT,3791
2016-09-23,INTERVALE AV,25,RIT,3807
2016-09-24,INTERVALE AV,25,RIT,1997
2016-09-25,INTERVALE AV,25,RIT,1570
2016-09-26,INTERVALE AV,25,RIT,3693
2016-09-27,INTERVALE AV,25,RIT,3742
2016-09-28,INTERVALE AV,25,RIT,3830
2016-09-29,INTERVALE AV,25,RIT,3683
2016-09-30,INTERVALE AV,25,RIT,3582
2016-10-01,INTERVALE AV,25,RIT,1878
2016-10-02,INTERVALE AV,25,RIT,1465
2016-10-03,INTERVALE AV,25,RIT,2873
2016-10-04,INTERVALE AV,25,RIT,3059
2016-10-05,INTERVALE AV,25,RIT,3759
2016-10-06,INTERVALE AV,25,RIT,3664
2016-10-07,INTERVALE AV,25,RIT,3645
2016-10-08,INTERVALE AV,25,RIT,1931
2016-10-09,INTERVALE AV,25,RIT,1346
2016-10-10,INTERVALE AV,25,RIT,2343
2016-10-11,INTERVALE AV,25,RIT,3639
2016-10-12,INTERVALE AV,25,RIT,3004
2016-10-13,INTERVALE AV,25,RIT,3740
2016-10-14,INTERVALE AV,25,RIT,3710
2016-10-15,INTERVALE AV,25,RIT,1896
2016-10-16,INTERVALE AV,25,RIT,1460
2016-10-17,INTERVALE AV,25,RIT,3633
2016-10-18,INTERVALE AV,25,RIT,3728
2016-10-19,INTERVALE AV,25,RIT,3846
2016-10-20,INTERVALE AV,25,RIT,3691
2016-10-21,INTERVALE AV,25,RIT,3666
2016-10-22,INTERVALE AV,25,RIT,1979
2016-10-23,INTERVALE AV,25,RIT,1554
2016-10-24,INTERVALE AV,25,RIT,3658
2016-10-25,INTERVALE AV,25,RIT,3751
2016-10-26,INTERVALE AV,25,RIT,3723
2016-10-27,INTERVALE AV,25,RIT,3679
2016-10-28,INTERVALE AV,25,RIT,3759
2016-07-31,SIMPSON ST,25,RIT,4517
2016-08-01,SIMPSON ST,25,RIT,8744
2016-08-02,SIMPSON ST,25,RIT,9345
2016-08-03,SIMPSON ST,25,RIT,9492
2016-08-04,SIMPSON ST,25,RIT,9531
2016-08-05,SIMPSON ST,25,RIT,9593
2016-08-06,SIMPSON ST,25,RIT,6505
2016-08-07,SIMPSON ST,25,RIT,5092
2016-08-08,SIMPSON ST,25,RIT,9018
2016-08-09,SIMPSON ST,25,RIT,9487
2016-08-10,SIMPSON ST,25,RIT,8916
