date,station,line,division,daily_ridership
2016-09-24,AVENUE M,BQ,RIT,2468
2016-09-25,AVENUE M,BQ,RIT,2872
2016-09-26,AVENUE M,BQ,RIT,6931
2016-09-27,AVENUE M,BQ,RIT,6909
2016-09-28,AVENUE M,BQ,RIT,6763
2016-09-29,AVENUE M,BQ,RIT,7121
2016-09-30,AVENUE M,BQ,RIT,6669
2016-10-01,AVENUE M,BQ,RIT,2403
2016-10-02,AVENUE M,BQ,RIT,2792
2016-10-03,AVENUE M,BQ,RIT,3269
2016-10-04,AVENUE M,BQ,RIT,3546
2016-10-05,AVENUE M,BQ,RIT,7089
2016-10-06,AVENUE M,BQ,RIT,7202
2016-10-07,AVENUE M,BQ,RIT,6906
2016-10-08,AVENUE M,BQ,RIT,2482
2016-10-09,AVENUE M,BQ,RIT,2411
2016-10-10,AVENUE M,BQ,RIT,4646
2016-10-11,AVENUE M,BQ,RIT,6257
2016-10-12,AVENUE M,BQ,RIT,2886
2016-10-13,AVENUE M,BQ,RIT,6974
2016-10-14,AVENUE M,BQ,RIT,6564
2016-10-15,AVENUE M,BQ,RIT,2469
2016-10-16,AVENUE M,BQ,RIT,2699
2016-10-17,AVENUE M,BQ,RIT,5506
2016-10-18,AVENUE M,BQ,RIT,5522
2016-10-19,AVENUE M,BQ,RIT,6797
2016-10-20,AVENUE M,BQ,RIT,6598
2016-10-21,AVENUE M,BQ,RIT,6144
2016-10-22,AVENUE M,BQ,RIT,2239
2016-10-23,AVENUE M,BQ,RIT,2500
2016-10-24,AVENUE M,BQ,RIT,5287
2016-10-25,AVENUE M,BQ,RIT,5210
2016-10-26,AVENUE M,BQ,RIT,6903
2016-10-27,AVENUE M,BQ,RIT,7021
2016-10-28,AVENUE M,BQ,RIT,6977
2016-07-31,KINGS HWY,BQ,RIT,7471
2016-08-01,KINGS HWY,BQ,RIT,18425
2016-08-02,KINGS HWY,BQ,RIT,19582
2016-08-03,KINGS HWY,BQ,RIT,20079
2016-08-04,KINGS HWY,BQ,RIT,19703
2016-08-05,KINGS HWY,BQ,RIT,18309
2016-08-06,KINGS HWY,BQ,RIT,9052
2016-08-07,KINGS HWY,BQ,RIT,8349
2016-08-08,KINGS HWY,BQ,RIT,18794
2016-08-09,KINGS HWY,BQ,RIT,19690
2016-08-10,KINGS HWY,BQ,RIT,19223
2016-08-11,KINGS HWY,BQ,RIT,19144
2016-08-12,KINGS HWY,BQ,RIT,17596
2016-08-13,KINGS HWY,BQ,RIT,8710
2016-08-14,KINGS HWY,BQ,RIT,7348
2016-08-15,KINGS HWY,BQ,RIT,18137
2016-08-16,KINGS HWY,BQ,RIT,18963
2016-08-17,KINGS HWY,BQ,RIT,19226
2016-08-18,KINGS HWY,BQ,RIT,18842
2016-08-19,KINGS HWY,BQ,RIT,17728
2016-08-20,KINGS HWY,BQ,RIT,9428
2016-08-21,KINGS HWY,BQ,RIT,8136
2016-08-22,KINGS HWY,BQ,RIT,17923
2016-08-23,KINGS HWY,BQ,RIT,18891
2016-08-24,KINGS HWY,BQ,RIT,18867
2016-08-25,KINGS HWY,BQ,RIT,18877
2016-08-26,KINGS HWY,BQ,RIT,17709
2016-08-27,KINGS HWY,BQ,RIT,9522
2016-08-28,KINGS HWY,BQ,RIT,8795
2016-08-29,KINGS HWY,BQ,RIT,18182
2016-08-30,KINGS HWY,BQ,RIT,19028
2016-08-31,KINGS HWY,BQ,RIT,19212
2016-09-01,KINGS HWY,BQ,RIT,18677
2016-09-02,KINGS HWY,BQ,RIT,17973
2016-09-03,KINGS HWY,BQ,RIT,8959
2016-09-04,KINGS HWY,BQ,RIT,8138
2016-09-05,KINGS HWY,BQ,RIT,8357
2016-09-06,KINGS HWY,BQ,RIT,19451
2016-09-07,KINGS HWY,BQ,RIT,20867
2016-09-08,KINGS HWY,BQ,RIT,21965
2016-09-09,KINGS HWY,BQ,RIT,21053
2016-09-10,KINGS HWY,BQ,RIT,10201
2016-09-11,KINGS HWY,BQ,RIT,9162
2016-09-12,KINGS HWY,BQ,RIT,19838
2016-09-13,KINGS HWY,BQ,RIT,22357
2016-09-14,KINGS HWY,BQ,RIT,22661
2016-09-15,KINGS HWY,BQ,RIT,22564
2016-09-16,KINGS HWY,BQ,RIT,21513
2016-09-17,KINGS HWY,BQ,RIT,10571
2016-09-18,KINGS HWY,BQ,RIT,9059
2016-09-19,KINGS HWY,BQ,RIT,20610
2016-09-20,KINGS HWY,BQ,RIT,22391
2016-09-21,KINGS HWY,BQ,RIT,22966
2016-09-22,KINGS HWY,BQ,RIT,22569
2016-09-23,KINGS HWY,BQ,RIT,21882
2016-09-24,KINGS HWY,BQ,RIT,10439
2016-09-25,KINGS HWY,BQ,RIT,9468
2016-09-26,KINGS HWY,BQ,RIT,22035
2016-09-27,KINGS HWY,BQ,RIT,22296
2016-09-28,KINGS HWY,BQ,RIT,21530
2016-09-29,KINGS HWY,BQ,RIT,20317
2016-09-30,KINGS HWY,BQ,RIT,20648
2016-10-01,KINGS HWY,BQ,RIT,9518
2016-10-02,KINGS HWY,BQ,RIT,8214
2016-10-03,KINGS HWY,BQ,RIT,15115
2016-10-04,KINGS HWY,BQ,RIT,16262
2016-10-05,KINGS HWY,BQ,RIT,22565
2016-10-06,KINGS HWY,BQ,RIT,22676
2016-10-07,KINGS HWY,BQ,RIT,21642
2016-10-08,KINGS HWY,BQ,RIT,9771
2016-10-09,KINGS HWY,BQ,RIT,7539
2016-10-10,KINGS HWY,BQ,RIT,16491
2016-10-11,KINGS HWY,BQ,RIT,20043
2016-10-12,KINGS HWY,BQ,RIT,14502
2016-10-13,KINGS HWY,BQ,RIT,22457
2016-10-14,KINGS HWY,BQ,RIT,21516
2016-10-15,KINGS HWY,BQ,RIT,10039
2016-10-16,KINGS HWY,BQ,RIT,8704
2016-10-17,KINGS HWY,BQ,RIT,18629
2016-10-18,KINGS HWY,BQ,RIT,19600
2016-10-19,KINGS HWY,BQ,RIT,22559
2016-10-20,KINGS HWY,BQ,RIT,21961
2016-10-21,KINGS HWY,BQ,RIT,20025
2016-10-22,KINGS HWY,BQ,RIT,9202
2016-10-23,KINGS HWY,BQ,RIT,8489
2016-10-24,KINGS HWY,BQ,RIT,18507
2016-10-25,KINGS HWY,BQ,RIT,19360
2016-10-26,KINGS HWY,BQ,RIT,22246
2016-10-27,KINGS HWY,BQ,RIT,21372
2016-10-28,KINGS HWY,BQ,RIT,21046
2016-07-31,AVENUE U,BQ,RIT,3964
2016-08-01,AVENUE U,BQ,RIT,7111
2016-08-02,AVENUE U,BQ,RIT,7205
2016-08-03,AVENUE U,BQ,RIT,7537
2016-08-04,AVENUE U,BQ,RIT,7389
2016-08-05,AVENUE U,BQ,RIT,7256
2016-08-06,AVENUE U,BQ,RIT,4895
2016-08-07,AVENUE U,BQ,RIT,4225
2016-08-08,AVENUE U,BQ,RIT,7220
2016-08-09,AVENUE U,BQ,RIT,7251
2016-08-10,AVENUE U,BQ,RIT,7106
2016-08-11,AVENUE U,BQ,RIT,7160
2016-08-12,AVENUE U,BQ,RIT,6858
2016-08-13,AVENUE U,BQ,RIT,4520
2016-08-14,AVENUE U,BQ,RIT,3976
2016-08-15,AVENUE U,BQ,RIT,6861
2016-08-16,AVENUE U,BQ,RIT,6947
2016-08-17,AVENUE U,BQ,RIT,7073
2016-08-18,AVENUE U,BQ,RIT,6932
2016-08-19,AVENUE U,BQ,RIT,6628
2016-08-20,AVENUE U,BQ,RIT,4667
2016-08-21,AVENUE U,BQ,RIT,4017
2016-08-22,AVENUE U,BQ,RIT,6872
2016-08-23,AVENUE U,BQ,RIT,7045
2016-08-24,AVENUE U,BQ,RIT,7137
2016-08-25,AVENUE U,BQ,RIT,7280
2016-08-26,AVENUE U,BQ,RIT,6877
2016-08-27,AVENUE U,BQ,RIT,4899
2016-08-28,AVENUE U,BQ,RIT,4343
2016-08-29,AVENUE U,BQ,RIT,6972
2016-08-30,AVENUE U,BQ,RIT,7237
2016-08-31,AVENUE U,BQ,RIT,7152
2016-09-01,AVENUE U,BQ,RIT,6902
2016-09-02,AVENUE U,BQ,RIT,6975
2016-09-03,AVENUE U,BQ,RIT,4768
2016-09-04,AVENUE U,BQ,RIT,4302
2016-09-05,AVENUE U,BQ,RIT,4103
2016-09-06,AVENUE U,BQ,RIT,7408
2016-09-07,AVENUE U,BQ,RIT,7726
2016-09-08,AVENUE U,BQ,RIT,7836
2016-09-09,AVENUE U,BQ,RIT,7615
2016-09-10,AVENUE U,BQ,RIT,5079
2016-09-11,AVENUE U,BQ,RIT,4320
2016-09-12,AVENUE U,BQ,RIT,7634
2016-09-13,AVENUE U,BQ,RIT,8032
2016-09-14,AVENUE U,BQ,RIT,8147
2016-09-15,AVENUE U,BQ,RIT,8146
2016-09-16,AVENUE U,BQ,RIT,7925
2016-09-17,AVENUE U,BQ,RIT,5068
2016-09-18,AVENUE U,BQ,RIT,4353
2016-09-19,AVENUE U,BQ,RIT,7339
2016-09-20,AVENUE U,BQ,RIT,8124
2016-09-21,AVENUE U,BQ,RIT,8185
2016-09-22,AVENUE U,BQ,RIT,8214
2016-09-23,AVENUE U,BQ,RIT,7931
2016-09-24,AVENUE U,BQ,RIT,5257
2016-09-25,AVENUE U,BQ,RIT,4554
2016-09-26,AVENUE U,BQ,RIT,8080
2016-09-27,AVENUE U,BQ,RIT,8090
2016-09-28,AVENUE U,BQ,RIT,8071
2016-09-29,AVENUE U,BQ,RIT,7891
2016-09-30,AVENUE U,BQ,RIT,7657
2016-10-01,AVENUE U,BQ,RIT,4857
2016-10-02,AVENUE U,BQ,RIT,4320
2016-10-03,AVENUE U,BQ,RIT,6517
2016-10-04,AVENUE U,BQ,RIT,6704
2016-10-05,AVENUE U,BQ,RIT,8150
2016-10-06,AVENUE U,BQ,RIT,8234
2016-10-07,AVENUE U,BQ,RIT,8016
2016-10-08,AVENUE U,BQ,RIT,5110
2016-10-09,AVENUE U,BQ,RIT,3953
2016-10-10,AVENUE U,BQ,RIT,6552
2016-10-11,AVENUE U,BQ,RIT,7590
2016-10-12,AVENUE U,BQ,RIT,6211
2016-10-13,AVENUE U,BQ,RIT,8061
2016-10-14,AVENUE U,BQ,RIT,7945
2016-10-15,AVENUE U,BQ,RIT,5223
2016-10-16,AVENUE U,BQ,RIT,4390
2016-10-17,AVENUE U,BQ,RIT,7276
2016-10-18,AVENUE U,BQ,RIT,7499
2016-10-19,AVENUE U,BQ,RIT,8052
2016-10-20,AVENUE U,BQ,RIT,7890
2016-10-21,AVENUE U,BQ,RIT,7428
2016-10-22,AVENUE U,BQ,RIT,4613
2016-10-23,AVENUE U,BQ,RIT,4472
2016-10-24,AVENUE U,BQ,RIT,7319
2016-10-25,AVENUE U,BQ,RIT,7322
2016-10-26,AVENUE U,BQ,RIT,8147
2016-10-27,AVENUE U,BQ,RIT,7693
2016-10-28,AVENUE U,BQ,RIT,7806
2016-07-31,NECK RD,BQ,RIT,1914
2016-08-01,NECK RD,BQ,RIT,4189
2016-08-02,NECK RD,BQ,RIT,4308
2016-08-03,NECK RD,BQ,RIT,4266
2016-08-04,NECK RD,BQ,RIT,4373
2016-08-05,NECK RD,BQ,RIT,4206
2016-08-06,NECK RD,BQ,RIT,2571
2016-08-07,NECK RD,BQ,RIT,2178
2016-08-08,NECK RD,BQ,RIT,4143
2016-08-09,NECK RD,BQ,RIT,4365
2016-08-10,NECK RD,BQ,RIT,4204
2016-08-11,NECK RD,BQ,RIT,4371
2016-08-12,NECK RD,BQ,RIT,3987
2016-08-13,NECK RD,BQ,RIT,2356
2016-08-14,NECK RD,BQ,RIT,1920
2016-08-15,NECK RD,BQ,RIT,3976
2016-08-16,NECK RD,BQ,RIT,4207
2016-08-17,NECK RD,BQ,RIT,4082
2016-08-18,NECK RD,BQ,RIT,4173
2016-08-19,NECK RD,BQ,RIT,3892
2016-08-20,NECK RD,BQ,RIT,2526
2016-08-21,NECK RD,BQ,RIT,1750
2016-08-22,NECK RD,BQ,RIT,2695
2016-08-23,NECK RD,BQ,RIT,4160
2016-08-24,NECK RD,BQ,RIT,3990
2016-08-25,NECK RD,BQ,RIT,4176
2016-08-26,NECK RD,BQ,RIT,3902
2016-08-27,NECK RD,BQ,RIT,2500
2016-08-28,NECK RD,BQ,RIT,2174
2016-08-29,NECK RD,BQ,RIT,4035
2016-08-30,NECK RD,BQ,RIT,4195
2016-08-31,NECK RD,BQ,RIT,4192
2016-09-01,NECK RD,BQ,RIT,4214
2016-09-02,NECK RD,BQ,RIT,4026
2016-09-03,NECK RD,BQ,RIT,2402
2016-09-04,NECK RD,BQ,RIT,2045
2016-09-05,NECK RD,BQ,RIT,1983
2016-09-06,NECK RD,BQ,RIT,4426
2016-09-07,NECK RD,BQ,RIT,4514
2016-09-08,NECK RD,BQ,RIT,4785
2016-09-09,NECK RD,BQ,RIT,4581
2016-09-10,NECK RD,BQ,RIT,2556
2016-09-11,NECK RD,BQ,RIT,2180
2016-09-12,NECK RD,BQ,RIT,4331
2016-09-13,NECK RD,BQ,RIT,4959
2016-09-14,NECK RD,BQ,RIT,4868
2016-09-15,NECK RD,BQ,RIT,4894
2016-09-16,NECK RD,BQ,RIT,4675
2016-09-17,NECK RD,BQ,RIT,2633
2016-09-18,NECK RD,BQ,RIT,2136
2016-09-19,NECK RD,BQ,RIT,4534
2016-09-20,NECK RD,BQ,RIT,4898
2016-09-21,NECK RD,BQ,RIT,4842
2016-09-22,NECK RD,BQ,RIT,4930
2016-09-23,NECK RD,BQ,RIT,4747
2016-09-24,NECK RD,BQ,RIT,2727
2016-09-25,NECK RD,BQ,RIT,2229
2016-09-26,NECK RD,BQ,RIT,4702
2016-09-27,NECK RD,BQ,RIT,4909
2016-09-28,NECK RD,BQ,RIT,4808
2016-09-29,NECK RD,BQ,RIT,4860
2016-09-30,NECK RD,BQ,RIT,4537
2016-10-01,NECK RD,BQ,RIT,2563
2016-10-02,NECK RD,BQ,RIT,2158
2016-10-03,NECK RD,BQ,RIT,3613
2016-10-04,NECK RD,BQ,RIT,3918
2016-10-05,NECK RD,BQ,RIT,4795
2016-10-06,NECK RD,BQ,RIT,5009
2016-10-07,NECK RD,BQ,RIT,4792
2016-10-08,NECK RD,BQ,RIT,2519
2016-10-09,NECK RD,BQ,RIT,1912
2016-10-10,NECK RD,BQ,RIT,3785
2016-10-11,NECK RD,BQ,RIT,4553
2016-10-12,NECK RD,BQ,RIT,3365
2016-10-13,NECK RD,BQ,RIT,4826
2016-10-14,NECK RD,BQ,RIT,4697
2016-10-15,NECK RD,BQ,RIT,2648
2016-10-16,NECK RD,BQ,RIT,2180
2016-10-17,NECK RD,BQ,RIT,4461
2016-10-18,NECK RD,BQ,RIT,4608
2016-10-19,NECK RD,BQ,RIT,4684
2016-10-20,NECK RD,BQ,RIT,4841
2016-10-21,NECK RD,BQ,RIT,4516
2016-10-22,NECK RD,BQ,RIT,2400
2016-10-23,NECK RD,BQ,RIT,2134
2016-10-24,NECK RD,BQ,RIT,4318
2016-10-25,NECK RD,BQ,RIT,4508
2016-10-26,NECK RD,BQ,RIT,4673
2016-10-27,NECK RD,BQ,RIT,4706
2016-10-28,NECK RD,BQ,RIT,4557
2016-07-31,SHEEPSHEAD BAY,BQ,RIT,4947
2016-08-01,SHEEPSHEAD BAY,BQ,RIT,13613
2016-08-02,SHEEPSHEAD BAY,BQ,RIT,14300
2016-08-03,SHEEPSHEAD BAY,BQ,RIT,14419
2016-08-04,SHEEPSHEAD BAY,BQ,RIT,14201
2016-08-05,SHEEPSHEAD BAY,BQ,RIT,13356
2016-08-06,SHEEPSHEAD BAY,BQ,RIT,6604
2016-08-07,SHEEPSHEAD BAY,BQ,RIT,5905
2016-08-08,SHEEPSHEAD BAY,BQ,RIT,13911
2016-08-09,SHEEPSHEAD BAY,BQ,RIT,14290
2016-08-10,SHEEPSHEAD BAY,BQ,RIT,13996
2016-08-11,SHEEPSHEAD BAY,BQ,RIT,13722
2016-08-12,SHEEPSHEAD BAY,BQ,RIT,12674
2016-08-13,SHEEPSHEAD BAY,BQ,RIT,6310
2016-08-14,SHEEPSHEAD BAY,BQ,RIT,5235
2016-08-15,SHEEPSHEAD BAY,BQ,RIT,13197
2016-08-16,SHEEPSHEAD BAY,BQ,RIT,13777
2016-08-17,SHEEPSHEAD BAY,BQ,RIT,13921
2016-08-18,SHEEPSHEAD BAY,BQ,RIT,13777
2016-08-19,SHEEPSHEAD BAY,BQ,RIT,13131
2016-08-20,SHEEPSHEAD BAY,BQ,RIT,6732
2016-08-21,SHEEPSHEAD BAY,BQ,RIT,5479
2016-08-22,SHEEPSHEAD BAY,BQ,RIT,13236
2016-08-23,SHEEPSHEAD BAY,BQ,RIT,13771
2016-08-24,SHEEPSHEAD BAY,BQ,RIT,13598
2016-08-25,SHEEPSHEAD BAY,BQ,RIT,13661
2016-08-26,SHEEPSHEAD BAY,BQ,RIT,12898
2016-08-27,SHEEPSHEAD BAY,BQ,RIT,6664
2016-08-28,SHEEPSHEAD BAY,BQ,RIT,5957
2016-08-29,SHEEPSHEAD BAY,BQ,RIT,13473
2016-08-30,SHEEPSHEAD BAY,BQ,RIT,13916
2016-08-31,SHEEPSHEAD BAY,BQ,RIT,14004
2016-09-01,SHEEPSHEAD BAY,BQ,RIT,13382
2016-09-02,SHEEPSHEAD BAY,BQ,RIT,12900
2016-09-03,SHEEPSHEAD BAY,BQ,RIT,6226
2016-09-04,SHEEPSHEAD BAY,BQ,RIT,4580
2016-09-05,SHEEPSHEAD BAY,BQ,RIT,6274
2016-09-06,SHEEPSHEAD BAY,BQ,RIT,14103
2016-09-07,SHEEPSHEAD BAY,BQ,RIT,14390
2016-09-08,SHEEPSHEAD BAY,BQ,RIT,15448
2016-09-09,SHEEPSHEAD BAY,BQ,RIT,14816
2016-09-10,SHEEPSHEAD BAY,BQ,RIT,7076
2016-09-11,SHEEPSHEAD BAY,BQ,RIT,5839
2016-09-12,SHEEPSHEAD BAY,BQ,RIT,14491
2016-09-13,SHEEPSHEAD BAY,BQ,RIT,15853
2016-09-14,SHEEPSHEAD BAY,BQ,RIT,16210
2016-09-15,SHEEPSHEAD BAY,BQ,RIT,15974
2016-09-16,SHEEPSHEAD BAY,BQ,RIT,15063
2016-09-17,SHEEPSHEAD BAY,BQ,RIT,7248
2016-09-18,SHEEPSHEAD BAY,BQ,RIT,5533
2016-09-19,SHEEPSHEAD BAY,BQ,RIT,15101
2016-09-20,SHEEPSHEAD BAY,BQ,RIT,16205
2016-09-21,SHEEPSHEAD BAY,BQ,RIT,16307
2016-09-22,SHEEPSHEAD BAY,BQ,RIT,16154
2016-09-23,SHEEPSHEAD BAY,BQ,RIT,15377
2016-09-24,SHEEPSHEAD BAY,BQ,RIT,7288
2016-09-25,SHEEPSHEAD BAY,BQ,RIT,6001
2016-09-26,SHEEPSHEAD BAY,BQ,RIT,15844
2016-09-27,SHEEPSHEAD BAY,BQ,RIT,16067
2016-09-28,SHEEPSHEAD BAY,BQ,RIT,16171
2016-09-29,SHEEPSHEAD BAY,BQ,RIT,15923
2016-09-30,SHEEPSHEAD BAY,BQ,RIT,14466
2016-10-01,SHEEPSHEAD BAY,BQ,RIT,6676
2016-10-02,SHEEPSHEAD BAY,BQ,RIT,5371
2016-10-03,SHEEPSHEAD BAY,BQ,RIT,12079
2016-10-04,SHEEPSHEAD BAY,BQ,RIT,13142
2016-10-05,SHEEPSHEAD BAY,BQ,RIT,16097
2016-10-06,SHEEPSHEAD BAY,BQ,RIT,16118
2016-10-07,SHEEPSHEAD BAY,BQ,RIT,15442
2016-10-08,SHEEPSHEAD BAY,BQ,RIT,6889
2016-10-09,SHEEPSHEAD BAY,BQ,RIT,4849
2016-10-10,SHEEPSHEAD BAY,BQ,RIT,11588
2016-10-11,SHEEPSHEAD BAY,BQ,RIT,15007
2016-10-12,SHEEPSHEAD BAY,BQ,RIT,11029
2016-10-13,SHEEPSHEAD BAY,BQ,RIT,16117
2016-10-14,SHEEPSHEAD BAY,BQ,RIT,15326
2016-10-15,SHEEPSHEAD BAY,BQ,RIT,7261
2016-10-16,SHEEPSHEAD BAY,BQ,RIT,5898
2016-10-17,SHEEPSHEAD BAY,BQ,RIT,15028
2016-10-18,SHEEPSHEAD BAY,BQ,RIT,15544
2016-10-19,SHEEPSHEAD BAY,BQ,RIT,16125
2016-10-20,SHEEPSHEAD BAY,BQ,RIT,15755
2016-10-21,SHEEPSHEAD BAY,BQ,RIT,14404
2016-10-22,SHEEPSHEAD BAY,BQ,RIT,6377
2016-10-23,SHEEPSHEAD BAY,BQ,RIT,5698
2016-10-24,SHEEPSHEAD BAY,BQ,RIT,14910
2016-10-25,SHEEPSHEAD BAY,BQ,RIT,15333
2016-10-26,SHEEPSHEAD BAY,BQ,RIT,16012
2016-10-27,SHEEPSHEAD BAY,BQ,RIT,15308
2016-10-28,SHEEPSHEAD BAY,BQ,RIT,14978
2016-07-31,BRIGHTON BEACH,BQ,RIT,5245
2016-08-01,BRIGHTON BEACH,BQ,RIT,11805
2016-08-02,BRIGHTON BEACH,BQ,RIT,12350
2016-08-03,BRIGHTON BEACH,BQ,RIT,13334
2016-08-04,BRIGHTON BEACH,BQ,RIT,13189
2016-08-05,BRIGHTON BEACH,BQ,RIT,12057
2016-08-06,BRIGHTON BEACH,BQ,RIT,7083
2016-08-07,BRIGHTON BEACH,BQ,RIT,9858
2016-08-08,BRIGHTON BEACH,BQ,RIT,13574
2016-08-09,BRIGHTON BEACH,BQ,RIT,14042
2016-08-10,BRIGHTON BEACH,BQ,RIT,11538
2016-08-11,BRIGHTON BEACH,BQ,RIT,11318
2016-08-12,BRIGHTON BEACH,BQ,RIT,11359
2016-08-13,BRIGHTON BEACH,BQ,RIT,8656
2016-08-14,BRIGHTON BEACH,BQ,RIT,8568
2016-08-15,BRIGHTON BEACH,BQ,RIT,12500
2016-08-16,BRIGHTON BEACH,BQ,RIT,11669
2016-08-17,BRIGHTON BEACH,BQ,RIT,11919
2016-08-18,BRIGHTON BEACH,BQ,RIT,11256
2016-08-19,BRIGHTON BEACH,BQ,RIT,11614
2016-08-20,BRIGHTON BEACH,BQ,RIT,8924
2016-08-21,BRIGHTON BEACH,BQ,RIT,7647
2016-08-22,BRIGHTON BEACH,BQ,RIT,11117
2016-08-23,BRIGHTON BEACH,BQ,RIT,11611
2016-08-24,BRIGHTON BEACH,BQ,RIT,12045
2016-08-25,BRIGHTON BEACH,BQ,RIT,11687
2016-08-26,BRIGHTON BEACH,BQ,RIT,11141
2016-08-27,BRIGHTON BEACH,BQ,RIT,9573
2016-08-28,BRIGHTON BEACH,BQ,RIT,10095
2016-08-29,BRIGHTON BEACH,BQ,RIT,12106
2016-08-30,BRIGHTON BEACH,BQ,RIT,12192
2016-08-31,BRIGHTON BEACH,BQ,RIT,11886
2016-09-01,BRIGHTON BEACH,BQ,RIT,10616
2016-09-02,BRIGHTON BEACH,BQ,RIT,11496
2016-09-03,BRIGHTON BEACH,BQ,RIT,7010
2016-09-04,BRIGHTON BEACH,BQ,RIT,6507
2016-09-05,BRIGHTON BEACH,BQ,RIT,6326
2016-09-06,BRIGHTON BEACH,BQ,RIT,11217
2016-09-07,BRIGHTON BEACH,BQ,RIT,11867
2016-09-08,BRIGHTON BEACH,BQ,RIT,15175
2016-09-09,BRIGHTON BEACH,BQ,RIT,13486
2016-09-10,BRIGHTON BEACH,BQ,RIT,9095
2016-09-11,BRIGHTON BEACH,BQ,RIT,7227
2016-09-12,BRIGHTON BEACH,BQ,RIT,13900
2016-09-13,BRIGHTON BEACH,BQ,RIT,15673
2016-09-14,BRIGHTON BEACH,BQ,RIT,16062
2016-09-15,BRIGHTON BEACH,BQ,RIT,15616
2016-09-16,BRIGHTON BEACH,BQ,RIT,13292
2016-09-17,BRIGHTON BEACH,BQ,RIT,6504
2016-09-18,BRIGHTON BEACH,BQ,RIT,7587
2016-09-19,BRIGHTON BEACH,BQ,RIT,13674
2016-09-20,BRIGHTON BEACH,BQ,RIT,15521
2016-09-21,BRIGHTON BEACH,BQ,RIT,15924
2016-09-22,BRIGHTON BEACH,BQ,RIT,15736
2016-09-23,BRIGHTON BEACH,BQ,RIT,13928
2016-09-24,BRIGHTON BEACH,BQ,RIT,7479
2016-09-25,BRIGHTON BEACH,BQ,RIT,6518
2016-09-26,BRIGHTON BEACH,BQ,RIT,14903
2016-09-27,BRIGHTON BEACH,BQ,RIT,15097
2016-09-28,BRIGHTON BEACH,BQ,RIT,15552
2016-09-29,BRIGHTON BEACH,BQ,RIT,14820
2016-09-30,BRIGHTON BEACH,BQ,RIT,12350
2016-10-01,BRIGHTON BEACH,BQ,RIT,6517
2016-10-02,BRIGHTON BEACH,BQ,RIT,5705
2016-10-03,BRIGHTON BEACH,BQ,RIT,9644
2016-10-04,BRIGHTON BEACH,BQ,RIT,9982
2016-10-05,BRIGHTON BEACH,BQ,RIT,14962
2016-10-06,BRIGHTON BEACH,BQ,RIT,15471
2016-10-07,BRIGHTON BEACH,BQ,RIT,13315
2016-10-08,BRIGHTON BEACH,BQ,RIT,7019
2016-10-09,BRIGHTON BEACH,BQ,RIT,5079
2016-10-10,BRIGHTON BEACH,BQ,RIT,9266
2016-10-11,BRIGHTON BEACH,BQ,RIT,11700
2016-10-12,BRIGHTON BEACH,BQ,RIT,8666
2016-10-13,BRIGHTON BEACH,BQ,RIT,14597
2016-10-14,BRIGHTON BEACH,BQ,RIT,13123
2016-10-15,BRIGHTON BEACH,BQ,RIT,7358
2016-10-16,BRIGHTON BEACH,BQ,RIT,6164
2016-10-17,BRIGHTON BEACH,BQ,RIT,14176
2016-10-18,BRIGHTON BEACH,BQ,RIT,15220
2016-10-19,BRIGHTON BEACH,BQ,RIT,15895
2016-10-20,BRIGHTON BEACH,BQ,RIT,15036
2016-10-21,BRIGHTON BEACH,BQ,RIT,12457
2016-10-22,BRIGHTON BEACH,BQ,RIT,6425
2016-10-23,BRIGHTON BEACH,BQ,RIT,6156
2016-10-24,BRIGHTON BEACH,BQ,RIT,13746
2016-10-25,BRIGHTON BEACH,BQ,RIT,14349
2016-10-26,BRIGHTON BEACH,BQ,RIT,15113
2016-10-27,BRIGHTON BEACH,BQ,RIT,14440
2016-10-28,BRIGHTON BEACH,BQ,RIT,12785
2016-07-31,OCEAN PKWY,Q,RIT,1478
2016-08-01,OCEAN PKWY,Q,RIT,2885
2016-08-02,OCEAN PKWY,Q,RIT,2977
2016-08-03,OCEAN PKWY,Q,RIT,3279
2016-08-04,OCEAN PKWY,Q,RIT,3145
2016-08-05,OCEAN PKWY,Q,RIT,3080
2016-08-06,OCEAN PKWY,Q,RIT,2033
2016-08-07,OCEAN PKWY,Q,RIT,2398
2016-08-08,OCEAN PKWY,Q,RIT,3181
2016-08-09,OCEAN PKWY,Q,RIT,2708
2016-08-10,OCEAN PKWY,Q,RIT,2548
2016-08-11,OCEAN PKWY,Q,RIT,2972
2016-08-12,OCEAN PKWY,Q,RIT,2840
2016-08-13,OCEAN PKWY,Q,RIT,2239
2016-08-14,OCEAN PKWY,Q,RIT,2057
2016-08-15,OCEAN PKWY,Q,RIT,3198
2016-08-16,OCEAN PKWY,Q,RIT,3007
2016-08-17,OCEAN PKWY,Q,RIT,2950
2016-08-18,OCEAN PKWY,Q,RIT,2922
2016-08-19,OCEAN PKWY,Q,RIT,2919
2016-08-20,OCEAN PKWY,Q,RIT,2407
2016-08-21,OCEAN PKWY,Q,RIT,1602
2016-08-22,OCEAN PKWY,Q,RIT,3264
2016-08-23,OCEAN PKWY,Q,RIT,2995
2016-08-24,OCEAN PKWY,Q,RIT,3142
2016-08-25,OCEAN PKWY,Q,RIT,2642
2016-08-26,OCEAN PKWY,Q,RIT,2391
2016-08-27,OCEAN PKWY,Q,RIT,1940
