date,station,line,division,ridership
2016-08-30,BURNSIDE AV,4,IRT,11782
2016-08-31,BURNSIDE AV,4,IRT,11583
2016-09-01,BURNSIDE AV,4,IRT,11517
2016-09-02,BURNSIDE AV,4,IRT,10886
2016-09-03,BURNSIDE AV,4,IRT,7101
2016-09-04,BURNSIDE AV,4,IRT,5737
2016-09-05,BURNSIDE AV,4,IRT,5919
2016-09-06,BURNSIDE AV,4,IRT,11616
2016-09-07,BURNSIDE AV,4,IRT,12255
2016-09-08,BURNSIDE AV,4,IRT,12756
2016-09-09,BURNSIDE AV,4,IRT,11955
2016-09-10,BURNSIDE AV,4,IRT,7609
2016-09-11,BURNSIDE AV,4,IRT,5803
2016-09-12,BURNSIDE AV,4,IRT,11346
2016-09-13,BURNSIDE AV,4,IRT,13030
2016-09-14,BURNSIDE AV,4,IRT,13075
2016-09-15,BURNSIDE AV,4,IRT,13173
2016-09-16,BURNSIDE AV,4,IRT,12331
2016-09-17,BURNSIDE AV,4,IRT,7731
2016-09-18,BURNSIDE AV,4,IRT,5902
2016-09-19,BURNSIDE AV,4,IRT,11917
2016-09-20,BURNSIDE AV,4,IRT,13020
2016-09-21,BURNSIDE AV,4,IRT,12892
2016-09-22,BURNSIDE AV,4,IRT,13159
2016-09-23,BURNSIDE AV,4,IRT,12180
2016-09-24,BURNSIDE AV,4,IRT,7833
2016-09-25,BURNSIDE AV,4,IRT,6085
2016-09-26,BURNSIDE AV,4,IRT,12435
2016-09-27,BURNSIDE AV,4,IRT,12862
2016-09-28,BURNSIDE AV,4,IRT,13101
2016-09-29,BURNSIDE AV,4,IRT,12868
2016-09-30,BURNSIDE AV,4,IRT,12223
2016-10-01,BURNSIDE AV,4,IRT,7663
2016-10-02,BURNSIDE AV,4,IRT,5573
2016-10-03,BURNSIDE AV,4,IRT,9714
2016-10-04,BURNSIDE AV,4,IRT,10043
2016-10-05,BURNSIDE AV,4,IRT,12863
2016-10-06,BURNSIDE AV,4,IRT,13077
2016-10-07,BURNSIDE AV,4,IRT,12576
2016-10-08,BURNSIDE AV,4,IRT,7536
2016-10-09,BURNSIDE AV,4,IRT,5110
2016-10-10,BURNSIDE AV,4,IRT,7890
2016-10-11,BURNSIDE AV,4,IRT,10974
2016-10-12,BURNSIDE AV,4,IRT,10148
2016-10-13,BURNSIDE AV,4,IRT,12877
2016-10-14,BURNSIDE AV,4,IRT,13019
2016-10-15,BURNSIDE AV,4,IRT,7930
2016-10-16,BURNSIDE AV,4,IRT,6132
2016-10-17,BURNSIDE AV,4,IRT,12290
2016-10-18,BURNSIDE AV,4,IRT,12961
2016-10-19,BURNSIDE AV,4,IRT,13121
2016-10-20,BURNSIDE AV,4,IRT,13091
2016-10-21,BURNSIDE AV,4,IRT,11880
2016-10-22,BURNSIDE AV,4,IRT,7530
2016-10-23,BURNSIDE AV,4,IRT,5557
2016-10-24,BURNSIDE AV,4,IRT,12241
2016-10-25,BURNSIDE AV,4,IRT,12856
2016-10-26,BURNSIDE AV,4,IRT,12958
2016-10-27,BURNSIDE AV,4,IRT,12413
2016-10-28,BURNSIDE AV,4,IRT,11915
2016-07-31,183 ST,4,IRT,3347
2016-08-01,183 ST,4,IRT,5865
2016-08-02,183 ST,4,IRT,5935
2016-08-03,183 ST,4,IRT,6166
2016-08-04,183 ST,4,IRT,6212
2016-08-05,183 ST,4,IRT,6120
2016-08-06,183 ST,4,IRT,4354
2016-08-07,183 ST,4,IRT,3686
2016-08-08,183 ST,4,IRT,5834
2016-08-09,183 ST,4,IRT,5988
2016-08-10,183 ST,4,IRT,5975
2016-08-11,183 ST,4,IRT,5986
2016-08-12,183 ST,4,IRT,6047
2016-08-13,183 ST,4,IRT,4438
2016-08-14,183 ST,4,IRT,3550
2016-08-15,183 ST,4,IRT,5771
2016-08-16,183 ST,4,IRT,5572
2016-08-17,183 ST,4,IRT,5839
2016-08-18,183 ST,4,IRT,5525
2016-08-19,183 ST,4,IRT,5878
2016-08-20,183 ST,4,IRT,4394
2016-08-21,183 ST,4,IRT,3663
2016-08-22,183 ST,4,IRT,5538
2016-08-23,183 ST,4,IRT,5658
2016-08-24,183 ST,4,IRT,5760
2016-08-25,183 ST,4,IRT,6007
2016-08-26,183 ST,4,IRT,5907
2016-08-27,183 ST,4,IRT,4518
2016-08-28,183 ST,4,IRT,3594
2016-08-29,183 ST,4,IRT,5744
2016-08-30,183 ST,4,IRT,6035
2016-08-31,183 ST,4,IRT,5753
2016-09-01,183 ST,4,IRT,5880
2016-09-02,183 ST,4,IRT,5975
2016-09-03,183 ST,4,IRT,4411
2016-09-04,183 ST,4,IRT,3584
2016-09-05,183 ST,4,IRT,3855
2016-09-06,183 ST,4,IRT,5815
2016-09-07,183 ST,4,IRT,6217
2016-09-08,183 ST,4,IRT,6593
2016-09-09,183 ST,4,IRT,6592
2016-09-10,183 ST,4,IRT,4443
2016-09-11,183 ST,4,IRT,3771
2016-09-12,183 ST,4,IRT,5918
2016-09-13,183 ST,4,IRT,6730
2016-09-14,183 ST,4,IRT,6364
2016-09-15,183 ST,4,IRT,6878
2016-09-16,183 ST,4,IRT,6877
2016-09-17,183 ST,4,IRT,4630
2016-09-18,183 ST,4,IRT,3757
2016-09-19,183 ST,4,IRT,6570
2016-09-20,183 ST,4,IRT,6830
2016-09-21,183 ST,4,IRT,7100
2016-09-22,183 ST,4,IRT,6906
2016-09-23,183 ST,4,IRT,6980
2016-09-24,183 ST,4,IRT,4547
2016-09-25,183 ST,4,IRT,3758
2016-09-26,183 ST,4,IRT,6858
2016-09-27,183 ST,4,IRT,6912
2016-09-28,183 ST,4,IRT,7075
2016-09-29,183 ST,4,IRT,6971
2016-09-30,183 ST,4,IRT,6886
2016-10-01,183 ST,4,IRT,4457
2016-10-02,183 ST,4,IRT,3707
2016-10-03,183 ST,4,IRT,5865
2016-10-04,183 ST,4,IRT,5845
2016-10-05,183 ST,4,IRT,6839
2016-10-06,183 ST,4,IRT,6876
2016-10-07,183 ST,4,IRT,7129
2016-10-08,183 ST,4,IRT,4530
2016-10-09,183 ST,4,IRT,3394
2016-10-10,183 ST,4,IRT,5036
2016-10-11,183 ST,4,IRT,6653
2016-10-12,183 ST,4,IRT,6032
2016-10-13,183 ST,4,IRT,6950
2016-10-14,183 ST,4,IRT,6958
2016-10-15,183 ST,4,IRT,4739
2016-10-16,183 ST,4,IRT,3756
2016-10-17,183 ST,4,IRT,6771
2016-10-18,183 ST,4,IRT,6791
2016-10-19,183 ST,4,IRT,7050
2016-10-20,183 ST,4,IRT,6983
2016-10-21,183 ST,4,IRT,6816
2016-10-22,183 ST,4,IRT,4477
2016-10-23,183 ST,4,IRT,3623
2016-10-24,183 ST,4,IRT,6821
2016-10-25,183 ST,4,IRT,6963
2016-10-26,183 ST,4,IRT,7040
2016-10-27,183 ST,4,IRT,6696
2016-10-28,183 ST,4,IRT,6788
2016-07-31,FORDHAM RD,4,IRT,6246
2016-08-01,FORDHAM RD,4,IRT,11208
2016-08-02,FORDHAM RD,4,IRT,11751
2016-08-03,FORDHAM RD,4,IRT,12101
2016-08-04,FORDHAM RD,4,IRT,11531
2016-08-05,FORDHAM RD,4,IRT,11733
2016-08-06,FORDHAM RD,4,IRT,8491
2016-08-07,FORDHAM RD,4,IRT,7058
2016-08-08,FORDHAM RD,4,IRT,10944
2016-08-09,FORDHAM RD,4,IRT,10969
2016-08-10,FORDHAM RD,4,IRT,10947
2016-08-11,FORDHAM RD,4,IRT,10982
2016-08-12,FORDHAM RD,4,IRT,11043
2016-08-13,FORDHAM RD,4,IRT,8134
2016-08-14,FORDHAM RD,4,IRT,6687
2016-08-15,FORDHAM RD,4,IRT,10550
2016-08-16,FORDHAM RD,4,IRT,10371
2016-08-17,FORDHAM RD,4,IRT,10770
2016-08-18,FORDHAM RD,4,IRT,10219
2016-08-19,FORDHAM RD,4,IRT,10609
2016-08-20,FORDHAM RD,4,IRT,8622
2016-08-21,FORDHAM RD,4,IRT,6940
2016-08-22,FORDHAM RD,4,IRT,10406
2016-08-23,FORDHAM RD,4,IRT,10746
2016-08-24,FORDHAM RD,4,IRT,10951
2016-08-25,FORDHAM RD,4,IRT,10942
2016-08-26,FORDHAM RD,4,IRT,10777
2016-08-27,FORDHAM RD,4,IRT,8655
2016-08-28,FORDHAM RD,4,IRT,7104
2016-08-29,FORDHAM RD,4,IRT,10531
2016-08-30,FORDHAM RD,4,IRT,11010
2016-08-31,FORDHAM RD,4,IRT,11119
2016-09-01,FORDHAM RD,4,IRT,10918
2016-09-02,FORDHAM RD,4,IRT,11295
2016-09-03,FORDHAM RD,4,IRT,8673
2016-09-04,FORDHAM RD,4,IRT,7111
2016-09-05,FORDHAM RD,4,IRT,6953
2016-09-06,FORDHAM RD,4,IRT,11240
2016-09-07,FORDHAM RD,4,IRT,11733
2016-09-08,FORDHAM RD,4,IRT,11838
2016-09-09,FORDHAM RD,4,IRT,12269
2016-09-10,FORDHAM RD,4,IRT,8806
2016-09-11,FORDHAM RD,4,IRT,7049
2016-09-12,FORDHAM RD,4,IRT,11764
2016-09-13,FORDHAM RD,4,IRT,12936
2016-09-14,FORDHAM RD,4,IRT,13270
2016-09-15,FORDHAM RD,4,IRT,12795
2016-09-16,FORDHAM RD,4,IRT,12508
2016-09-17,FORDHAM RD,4,IRT,9327
2016-09-18,FORDHAM RD,4,IRT,7285
2016-09-19,FORDHAM RD,4,IRT,11886
2016-09-20,FORDHAM RD,4,IRT,12902
2016-09-21,FORDHAM RD,4,IRT,13389
2016-09-22,FORDHAM RD,4,IRT,12958
2016-09-23,FORDHAM RD,4,IRT,12341
2016-09-24,FORDHAM RD,4,IRT,9162
2016-09-25,FORDHAM RD,4,IRT,7200
2016-09-26,FORDHAM RD,4,IRT,12574
2016-09-27,FORDHAM RD,4,IRT,12885
2016-09-28,FORDHAM RD,4,IRT,13325
2016-09-29,FORDHAM RD,4,IRT,13024
2016-09-30,FORDHAM RD,4,IRT,12274
2016-10-01,FORDHAM RD,4,IRT,8984
2016-10-02,FORDHAM RD,4,IRT,7042
2016-10-03,FORDHAM RD,4,IRT,11677
2016-10-04,FORDHAM RD,4,IRT,11772
2016-10-05,FORDHAM RD,4,IRT,13205
2016-10-06,FORDHAM RD,4,IRT,12866
2016-10-07,FORDHAM RD,4,IRT,12378
2016-10-08,FORDHAM RD,4,IRT,8894
2016-10-09,FORDHAM RD,4,IRT,6200
2016-10-10,FORDHAM RD,4,IRT,8961
2016-10-11,FORDHAM RD,4,IRT,12491
2016-10-12,FORDHAM RD,4,IRT,11916
2016-10-13,FORDHAM RD,4,IRT,12947
2016-10-14,FORDHAM RD,4,IRT,12765
2016-10-15,FORDHAM RD,4,IRT,9543
2016-10-16,FORDHAM RD,4,IRT,7348
2016-10-17,FORDHAM RD,4,IRT,12456
2016-10-18,FORDHAM RD,4,IRT,12954
2016-10-19,FORDHAM RD,4,IRT,13166
2016-10-20,FORDHAM RD,4,IRT,13170
2016-10-21,FORDHAM RD,4,IRT,12031
2016-10-22,FORDHAM RD,4,IRT,8315
2016-10-23,FORDHAM RD,4,IRT,6950
2016-10-24,FORDHAM RD,4,IRT,12099
2016-10-25,FORDHAM RD,4,IRT,12843
2016-10-26,FORDHAM RD,4,IRT,13158
2016-10-27,FORDHAM RD,4,IRT,12316
2016-10-28,FORDHAM RD,4,IRT,12172
2016-07-31,KINGSBRIDGE RD,4,IRT,4229
2016-08-01,KINGSBRIDGE RD,4,IRT,8882
2016-08-02,KINGSBRIDGE RD,4,IRT,9096
2016-08-03,KINGSBRIDGE RD,4,IRT,9379
2016-08-04,KINGSBRIDGE RD,4,IRT,9132
2016-08-05,KINGSBRIDGE RD,4,IRT,8616
2016-08-06,KINGSBRIDGE RD,4,IRT,5894
2016-08-07,KINGSBRIDGE RD,4,IRT,4917
2016-08-08,KINGSBRIDGE RD,4,IRT,8689
2016-08-09,KINGSBRIDGE RD,4,IRT,9132
2016-08-10,KINGSBRIDGE RD,4,IRT,9004
2016-08-11,KINGSBRIDGE RD,4,IRT,8914
2016-08-12,KINGSBRIDGE RD,4,IRT,8403
2016-08-13,KINGSBRIDGE RD,4,IRT,5701
2016-08-14,KINGSBRIDGE RD,4,IRT,4543
2016-08-15,KINGSBRIDGE RD,4,IRT,8550
2016-08-16,KINGSBRIDGE RD,4,IRT,8461
2016-08-17,KINGSBRIDGE RD,4,IRT,8826
2016-08-18,KINGSBRIDGE RD,4,IRT,8426
2016-08-19,KINGSBRIDGE RD,4,IRT,8391
2016-08-20,KINGSBRIDGE RD,4,IRT,6024
2016-08-21,KINGSBRIDGE RD,4,IRT,4632
2016-08-22,KINGSBRIDGE RD,4,IRT,8184
2016-08-23,KINGSBRIDGE RD,4,IRT,8316
2016-08-24,KINGSBRIDGE RD,4,IRT,8470
2016-08-25,KINGSBRIDGE RD,4,IRT,9344
2016-08-26,KINGSBRIDGE RD,4,IRT,8725
2016-08-27,KINGSBRIDGE RD,4,IRT,6060
2016-08-28,KINGSBRIDGE RD,4,IRT,4715
2016-08-29,KINGSBRIDGE RD,4,IRT,9035
2016-08-30,KINGSBRIDGE RD,4,IRT,9582
2016-08-31,KINGSBRIDGE RD,4,IRT,9554
2016-09-01,KINGSBRIDGE RD,4,IRT,9262
2016-09-02,KINGSBRIDGE RD,4,IRT,8889
2016-09-03,KINGSBRIDGE RD,4,IRT,5736
2016-09-04,KINGSBRIDGE RD,4,IRT,4642
2016-09-05,KINGSBRIDGE RD,4,IRT,4915
2016-09-06,KINGSBRIDGE RD,4,IRT,9592
2016-09-07,KINGSBRIDGE RD,4,IRT,10146
2016-09-08,KINGSBRIDGE RD,4,IRT,10890
2016-09-09,KINGSBRIDGE RD,4,IRT,10332
2016-09-10,KINGSBRIDGE RD,4,IRT,6282
2016-09-11,KINGSBRIDGE RD,4,IRT,4854
2016-09-12,KINGSBRIDGE RD,4,IRT,9749
2016-09-13,KINGSBRIDGE RD,4,IRT,11370
2016-09-14,KINGSBRIDGE RD,4,IRT,11585
2016-09-15,KINGSBRIDGE RD,4,IRT,11329
2016-09-16,KINGSBRIDGE RD,4,IRT,10783
2016-09-17,KINGSBRIDGE RD,4,IRT,6560
2016-09-18,KINGSBRIDGE RD,4,IRT,5054
2016-09-19,KINGSBRIDGE RD,4,IRT,10818
2016-09-20,KINGSBRIDGE RD,4,IRT,11351
2016-09-21,KINGSBRIDGE RD,4,IRT,11383
2016-09-22,KINGSBRIDGE RD,4,IRT,11285
2016-09-23,KINGSBRIDGE RD,4,IRT,10963
2016-09-24,KINGSBRIDGE RD,4,IRT,6668
2016-09-25,KINGSBRIDGE RD,4,IRT,5114
2016-09-26,KINGSBRIDGE RD,4,IRT,11098
2016-09-27,KINGSBRIDGE RD,4,IRT,11349
2016-09-28,KINGSBRIDGE RD,4,IRT,11912
2016-09-29,KINGSBRIDGE RD,4,IRT,11531
2016-09-30,KINGSBRIDGE RD,4,IRT,10517
2016-10-01,KINGSBRIDGE RD,4,IRT,6533
2016-10-02,KINGSBRIDGE RD,4,IRT,4884
2016-10-03,KINGSBRIDGE RD,4,IRT,8468
2016-10-04,KINGSBRIDGE RD,4,IRT,8733
2016-10-05,KINGSBRIDGE RD,4,IRT,11402
2016-10-06,KINGSBRIDGE RD,4,IRT,11147
2016-10-07,KINGSBRIDGE RD,4,IRT,10689
2016-10-08,KINGSBRIDGE RD,4,IRT,6256
2016-10-09,KINGSBRIDGE RD,4,IRT,4493
2016-10-10,KINGSBRIDGE RD,4,IRT,7031
2016-10-11,KINGSBRIDGE RD,4,IRT,9998
2016-10-12,KINGSBRIDGE RD,4,IRT,8767
2016-10-13,KINGSBRIDGE RD,4,IRT,11416
2016-10-14,KINGSBRIDGE RD,4,IRT,11081
2016-10-15,KINGSBRIDGE RD,4,IRT,6625
2016-10-16,KINGSBRIDGE RD,4,IRT,5058
2016-10-17,KINGSBRIDGE RD,4,IRT,10957
2016-10-18,KINGSBRIDGE RD,4,IRT,11466
2016-10-19,KINGSBRIDGE RD,4,IRT,11846
2016-10-20,KINGSBRIDGE RD,4,IRT,11455
2016-10-21,KINGSBRIDGE RD,4,IRT,10546
2016-10-22,KINGSBRIDGE RD,4,IRT,6177
2016-10-23,KINGSBRIDGE RD,4,IRT,4792
2016-10-24,KINGSBRIDGE RD,4,IRT,10999
2016-10-25,KINGSBRIDGE RD,4,IRT,11336
2016-10-26,KINGSBRIDGE RD,4,IRT,11404
2016-10-27,KINGSBRIDGE RD,4,IRT,10783
2016-10-28,KINGSBRIDGE RD,4,IRT,10723
2016-07-31,BEDFORD PK BLVD,4,IRT,2130
2016-08-01,BEDFORD PK BLVD,4,IRT,4815
2016-08-02,BEDFORD PK BLVD,4,IRT,5089
2016-08-03,BEDFORD PK BLVD,4,IRT,5320
2016-08-04,BEDFORD PK BLVD,4,IRT,5172
2016-08-05,BEDFORD PK BLVD,4,IRT,4680
2016-08-06,BEDFORD PK BLVD,4,IRT,2989
2016-08-07,BEDFORD PK BLVD,4,IRT,2689
2016-08-08,BEDFORD PK BLVD,4,IRT,4732
2016-08-09,BEDFORD PK BLVD,4,IRT,4875
2016-08-10,BEDFORD PK BLVD,4,IRT,4912
2016-08-11,BEDFORD PK BLVD,4,IRT,4487
2016-08-12,BEDFORD PK BLVD,4,IRT,4284
2016-08-13,BEDFORD PK BLVD,4,IRT,3073
2016-08-14,BEDFORD PK BLVD,4,IRT,3061
2016-08-15,BEDFORD PK BLVD,4,IRT,4365
2016-08-16,BEDFORD PK BLVD,4,IRT,4350
2016-08-17,BEDFORD PK BLVD,4,IRT,4635
2016-08-18,BEDFORD PK BLVD,4,IRT,4321
2016-08-19,BEDFORD PK BLVD,4,IRT,4439
2016-08-20,BEDFORD PK BLVD,4,IRT,2972
2016-08-21,BEDFORD PK BLVD,4,IRT,2261
2016-08-22,BEDFORD PK BLVD,4,IRT,4119
2016-08-23,BEDFORD PK BLVD,4,IRT,4404
2016-08-24,BEDFORD PK BLVD,4,IRT,4446
2016-08-25,BEDFORD PK BLVD,4,IRT,5096
2016-08-26,BEDFORD PK BLVD,4,IRT,4645
2016-08-27,BEDFORD PK BLVD,4,IRT,3356
2016-08-28,BEDFORD PK BLVD,4,IRT,2438
2016-08-29,BEDFORD PK BLVD,4,IRT,5174
2016-08-30,BEDFORD PK BLVD,4,IRT,5844
2016-08-31,BEDFORD PK BLVD,4,IRT,5925
2016-09-01,BEDFORD PK BLVD,4,IRT,5728
2016-09-02,BEDFORD PK BLVD,4,IRT,4923
2016-09-03,BEDFORD PK BLVD,4,IRT,2885
2016-09-04,BEDFORD PK BLVD,4,IRT,2381
2016-09-05,BEDFORD PK BLVD,4,IRT,2338
2016-09-06,BEDFORD PK BLVD,4,IRT,5245
2016-09-07,BEDFORD PK BLVD,4,IRT,5913
2016-09-08,BEDFORD PK BLVD,4,IRT,6966
2016-09-09,BEDFORD PK BLVD,4,IRT,6687
2016-09-10,BEDFORD PK BLVD,4,IRT,3816
2016-09-11,BEDFORD PK BLVD,4,IRT,2751
2016-09-12,BEDFORD PK BLVD,4,IRT,5180
2016-09-13,BEDFORD PK BLVD,4,IRT,7187
2016-09-14,BEDFORD PK BLVD,4,IRT,7226
2016-09-15,BEDFORD PK BLVD,4,IRT,7265
2016-09-16,BEDFORD PK BLVD,4,IRT,6674
2016-09-17,BEDFORD PK BLVD,4,IRT,3809
2016-09-18,BEDFORD PK BLVD,4,IRT,3629
2016-09-19,BEDFORD PK BLVD,4,IRT,6347
2016-09-20,BEDFORD PK BLVD,4,IRT,7020
2016-09-21,BEDFORD PK BLVD,4,IRT,7210
2016-09-22,BEDFORD PK BLVD,4,IRT,6987
2016-09-23,BEDFORD PK BLVD,4,IRT,6671
2016-09-24,BEDFORD PK BLVD,4,IRT,3629
2016-09-25,BEDFORD PK BLVD,4,IRT,2819
2016-09-26,BEDFORD PK BLVD,4,IRT,6561
2016-09-27,BEDFORD PK BLVD,4,IRT,6921
2016-09-28,BEDFORD PK BLVD,4,IRT,7172
2016-09-29,BEDFORD PK BLVD,4,IRT,6979
2016-09-30,BEDFORD PK BLVD,4,IRT,6488
2016-10-01,BEDFORD PK BLVD,4,IRT,3194
2016-10-02,BEDFORD PK BLVD,4,IRT,2466
2016-10-03,BEDFORD PK BLVD,4,IRT,4192
2016-10-04,BEDFORD PK BLVD,4,IRT,4341
2016-10-05,BEDFORD PK BLVD,4,IRT,6783
2016-10-06,BEDFORD PK BLVD,4,IRT,6931
2016-10-07,BEDFORD PK BLVD,4,IRT,6604
2016-10-08,BEDFORD PK BLVD,4,IRT,3274
2016-10-09,BEDFORD PK BLVD,4,IRT,2277
2016-10-10,BEDFORD PK BLVD,4,IRT,3496
2016-10-11,BEDFORD PK BLVD,4,IRT,5708
2016-10-12,BEDFORD PK BLVD,4,IRT,4517
2016-10-13,BEDFORD PK BLVD,4,IRT,7341
2016-10-14,BEDFORD PK BLVD,4,IRT,6858
2016-10-15,BEDFORD PK BLVD,4,IRT,3947
2016-10-16,BEDFORD PK BLVD,4,IRT,3291
2016-10-17,BEDFORD PK BLVD,4,IRT,6495
2016-10-18,BEDFORD PK BLVD,4,IRT,7135
2016-10-19,BEDFORD PK BLVD,4,IRT,7250
2016-10-20,BEDFORD PK BLVD,4,IRT,7745
2016-10-21,BEDFORD PK BLVD,4,IRT,6534
2016-10-22,BEDFORD PK BLVD,4,IRT,3569
2016-10-23,BEDFORD PK BLVD,4,IRT,3182
2016-10-24,BEDFORD PK BLVD,4,IRT,6503
2016-10-25,BEDFORD PK BLVD,4,IRT,6956
2016-10-26,BEDFORD PK BLVD,4,IRT,7039
2016-10-27,BEDFORD PK BLVD,4,IRT,6715
2016-10-28,BEDFORD PK BLVD,4,IRT,6803
2016-07-31,MOSHOLU PKWY,4,IRT,4010
2016-08-01,MOSHOLU PKWY,4,IRT,8272
2016-08-02,MOSHOLU PKWY,4,IRT,8706
2016-08-03,MOSHOLU PKWY,4,IRT,8899
2016-08-04,MOSHOLU PKWY,4,IRT,8922
2016-08-05,MOSHOLU PKWY,4,IRT,8407
2016-08-06,MOSHOLU PKWY,4,IRT,5049
2016-08-07,MOSHOLU PKWY,4,IRT,4324
2016-08-08,MOSHOLU PKWY,4,IRT,8400
2016-08-09,MOSHOLU PKWY,4,IRT,8598
2016-08-10,MOSHOLU PKWY,4,IRT,8408
2016-08-11,MOSHOLU PKWY,4,IRT,8517
2016-08-12,MOSHOLU PKWY,4,IRT,8035
2016-08-13,MOSHOLU PKWY,4,IRT,5000
2016-08-14,MOSHOLU PKWY,4,IRT,4162
2016-08-15,MOSHOLU PKWY,4,IRT,8160
2016-08-16,MOSHOLU PKWY,4,IRT,8263
2016-08-17,MOSHOLU PKWY,4,IRT,8330
2016-08-18,MOSHOLU PKWY,4,IRT,8283
2016-08-19,MOSHOLU PKWY,4,IRT,7801
2016-08-20,MOSHOLU PKWY,4,IRT,5117
2016-08-21,MOSHOLU PKWY,4,IRT,4025
2016-08-22,MOSHOLU PKWY,4,IRT,7725
2016-08-23,MOSHOLU PKWY,4,IRT,8035
2016-08-24,MOSHOLU PKWY,4,IRT,7929
2016-08-25,MOSHOLU PKWY,4,IRT,8015
2016-08-26,MOSHOLU PKWY,4,IRT,7581
2016-08-27,MOSHOLU PKWY,4,IRT,5238
2016-08-28,MOSHOLU PKWY,4,IRT,4199
2016-08-29,MOSHOLU PKWY,4,IRT,7937
2016-08-30,MOSHOLU PKWY,4,IRT,8283
2016-08-31,MOSHOLU PKWY,4,IRT,8381
2016-09-01,MOSHOLU PKWY,4,IRT,8263
2016-09-02,MOSHOLU PKWY,4,IRT,8183
2016-09-03,MOSHOLU PKWY,4,IRT,5107
2016-09-04,MOSHOLU PKWY,4,IRT,4216
2016-09-05,MOSHOLU PKWY,4,IRT,4360
2016-09-06,MOSHOLU PKWY,4,IRT,8699
2016-09-07,MOSHOLU PKWY,4,IRT,9165
2016-09-08,MOSHOLU PKWY,4,IRT,9542
2016-09-09,MOSHOLU PKWY,4,IRT,9671
2016-09-10,MOSHOLU PKWY,4,IRT,5086
2016-09-11,MOSHOLU PKWY,4,IRT,4441
2016-09-12,MOSHOLU PKWY,4,IRT,8511
2016-09-13,MOSHOLU PKWY,4,IRT,10228
2016-09-14,MOSHOLU PKWY,4,IRT,9990
2016-09-15,MOSHOLU PKWY,4,IRT,10242
2016-09-16,MOSHOLU PKWY,4,IRT,10036
2016-09-17,MOSHOLU PKWY,4,IRT,5931
2016-09-18,MOSHOLU PKWY,4,IRT,4527
2016-09-19,MOSHOLU PKWY,4,IRT,9500
2016-09-20,MOSHOLU PKWY,4,IRT,10141
2016-09-21,MOSHOLU PKWY,4,IRT,10102
2016-09-22,MOSHOLU PKWY,4,IRT,10066
2016-09-23,MOSHOLU PKWY,4,IRT,9957
2016-09-24,MOSHOLU PKWY,4,IRT,5470
2016-09-25,MOSHOLU PKWY,4,IRT,4482
2016-09-26,MOSHOLU PKWY,4,IRT,9783
2016-09-27,MOSHOLU PKWY,4,IRT,10008
2016-09-28,MOSHOLU PKWY,4,IRT,10091
2016-09-29,MOSHOLU PKWY,4,IRT,10133
2016-09-30,MOSHOLU PKWY,4,IRT,9588
2016-10-01,MOSHOLU PKWY,4,IRT,5565
2016-10-02,MOSHOLU PKWY,4,IRT,4503
2016-10-03,MOSHOLU PKWY,4,IRT,8182
2016-10-04,MOSHOLU PKWY,4,IRT,8290
2016-10-05,MOSHOLU PKWY,4,IRT,10109
2016-10-06,MOSHOLU PKWY,4,IRT,10068
2016-10-07,MOSHOLU PKWY,4,IRT,9921
2016-10-08,MOSHOLU PKWY,4,IRT,5346
2016-10-09,MOSHOLU PKWY,4,IRT,3927
2016-10-10,MOSHOLU PKWY,4,IRT,7033
2016-10-11,MOSHOLU PKWY,4,IRT,9689
2016-10-12,MOSHOLU PKWY,4,IRT,8213
2016-10-13,MOSHOLU PKWY,4,IRT,10056
2016-10-14,MOSHOLU PKWY,4,IRT,9918
2016-10-15,MOSHOLU PKWY,4,IRT,6230
2016-10-16,MOSHOLU PKWY,4,IRT,4761
2016-10-17,MOSHOLU PKWY,4,IRT,9828
2016-10-18,MOSHOLU PKWY,4,IRT,10039
2016-10-19,MOSHOLU PKWY,4,IRT,10349
2016-10-20,MOSHOLU PKWY,4,IRT,10252
2016-10-21,MOSHOLU PKWY,4,IRT,9481
2016-10-22,MOSHOLU PKWY,4,IRT,5345
2016-10-23,MOSHOLU PKWY,4,IRT,4344
2016-10-24,MOSHOLU PKWY,4,IRT,9755
2016-10-25,MOSHOLU PKWY,4,IRT,9973
2016-10-26,MOSHOLU PKWY,4,IRT,10072
2016-10-27,MOSHOLU PKWY,4,IRT,9548
2016-10-28,MOSHOLU PKWY,4,IRT,9569
2016-07-31,WOODLAWN,4,IRT,3512
2016-08-01,WOODLAWN,4,IRT,7182
2016-08-02,WOODLAWN,4,IRT,7734
2016-08-03,WOODLAWN,4,IRT,8268
2016-08-04,WOODLAWN,4,IRT,7945
2016-08-05,WOODLAWN,4,IRT,7584
2016-08-06,WOODLAWN,4,IRT,4812
2016-08-07,WOODLAWN,4,IRT,4181
2016-08-08,WOODLAWN,4,IRT,7463
2016-08-09,WOODLAWN,4,IRT,7649
2016-08-10,WOODLAWN,4,IRT,7517
2016-08-11,WOODLAWN,4,IRT,7452
2016-08-12,WOODLAWN,4,IRT,7429
2016-08-13,WOODLAWN,4,IRT,4717
2016-08-14,WOODLAWN,4,IRT,3716
2016-08-15,WOODLAWN,4,IRT,7117
2016-08-16,WOODLAWN,4,IRT,7502
2016-08-17,WOODLAWN,4,IRT,7780
2016-08-18,WOODLAWN,4,IRT,7284
2016-08-19,WOODLAWN,4,IRT,3051
2016-08-20,WOODLAWN,4,IRT,9053
2016-08-21,WOODLAWN,4,IRT,3853
